0.084563758,0.004026846,0.07114094,0.075167785,0.048322148,0.053691275,0.020134228,0.073825503,0.07114094,0.100671141,0.006711409,0.029530201,0.045637584,0.041610738,0.051006711,0.051006711,0.056375839,0.069798658,0.013422819,0.032214765
0.111111111,0.002314815,0.069444444,0.087962963,0.039351852,0.101851852,0.009259259,0.078703704,0.060185185,0.069444444,0.018518519,0.041666667,0.027777778,0.023148148,0.041666667,0.048611111,0.0625,0.060185185,0.006944444,0.039351852
0.068607069,0.004158004,0.091476091,0.074844075,0.04989605,0.045738046,0.022869023,0.070686071,0.070686071,0.085239085,0.018711019,0.056133056,0.031185031,0.033264033,0.037422037,0.047817048,0.056133056,0.058212058,0.012474012,0.064449064
0.106145251,0.008379888,0.058659218,0.069832402,0.027932961,0.061452514,0.022346369,0.067039106,0.058659218,0.061452514,0.025139665,0.039106145,0.044692737,0.039106145,0.036312849,0.069832402,0.053072626,0.11452514,0.008379888,0.027932961
0.073787772,0.003513703,0.082923401,0.049191848,0.038650738,0.057624736,0.021784961,0.047083626,0.066760365,0.063246662,0.014757554,0.066760365,0.039353479,0.047786367,0.027406887,0.07097681,0.082220661,0.086437105,0.016865777,0.042867182
0.04610951,0.001440922,0.070605187,0.074927954,0.051152738,0.051873199,0.018011527,0.074927954,0.113112392,0.107348703,0.010806916,0.061959654,0.024495677,0.028818444,0.054034582,0.071325648,0.03962536,0.044668588,0.005043228,0.049711816
0.067692308,0.003076923,0.055384615,0.092307692,0.049230769,0.070769231,0.024615385,0.061538462,0.08,0.104615385,0.018461538,0.052307692,0.024615385,0.046153846,0.021538462,0.070769231,0.055384615,0.061538462,0.015384615,0.024615385
0.091503268,0,0.050108932,0.069716776,0.019607843,0.078431373,0.039215686,0.074074074,0.074074074,0.069716776,0.019607843,0.067538126,0.026143791,0.030501089,0.030501089,0.045751634,0.078431373,0.102396514,0,0.032679739
0.082251082,0.008658009,0.056277056,0.103896104,0.047619048,0.064935065,0.03030303,0.034632035,0.095238095,0.134199134,0.017316017,0.043290043,0.012987013,0.034632035,0.043290043,0.064935065,0.038961039,0.056277056,0,0.03030303
0.060941828,0.016620499,0.055401662,0.066481994,0.038781163,0.058171745,0.022160665,0.069252078,0.058171745,0.088642659,0.024930748,0.072022161,0.027700831,0.04432133,0.066481994,0.052631579,0.060941828,0.072022161,0.008310249,0.03601108
0.074626866,0.009328358,0.067164179,0.069029851,0.026119403,0.074626866,0.026119403,0.065298507,0.063432836,0.089552239,0.026119403,0.044776119,0.042910448,0.041044776,0.042910448,0.042910448,0.061567164,0.087686567,0.003731343,0.041044776
0.096273292,0.00931677,0.065217391,0.052795031,0.031055901,0.052795031,0.02173913,0.099378882,0.049689441,0.090062112,0.031055901,0.046583851,0.034161491,0.031055901,0.049689441,0.080745342,0.055900621,0.080745342,0,0.02173913
0.061797753,0.002808989,0.047752809,0.084269663,0.033707865,0.030898876,0.02247191,0.042134831,0.101123596,0.132022472,0.025280899,0.050561798,0.019662921,0.025280899,0.064606742,0.06741573,0.064606742,0.058988764,0.005617978,0.058988764
0.086792453,0.001257862,0.06918239,0.051572327,0.028930818,0.067924528,0.013836478,0.042767296,0.070440252,0.060377358,0.017610063,0.075471698,0.032704403,0.050314465,0.023899371,0.07672956,0.098113208,0.071698113,0.017610063,0.042767296
0.125,0.004518072,0.049698795,0.040662651,0.063253012,0.090361446,0.010542169,0.081325301,0.061746988,0.088855422,0.022590361,0.030120482,0.034638554,0.031626506,0.00753012,0.072289157,0.063253012,0.090361446,0.00753012,0.024096386
0.143292683,0.00304878,0.06097561,0.06402439,0.051829268,0.079268293,0.018292683,0.082317073,0.06402439,0.079268293,0.009146341,0.048780488,0.030487805,0.042682927,0.024390244,0.045731707,0.039634146,0.079268293,0.006097561,0.027439024
0.153846154,0.009615385,0.086538462,0.096153846,0.009615385,0.057692308,0.038461538,0.048076923,0.057692308,0.153846154,0.038461538,0.019230769,0,0.038461538,0.038461538,0.038461538,0.048076923,0.038461538,0,0.028846154
0.061111111,0.002777778,0.068055556,0.05,0.048611111,0.066666667,0.034722222,0.072222222,0.058333333,0.102777778,0.020833333,0.0625,0.027777778,0.045833333,0.044444444,0.061111111,0.056944444,0.052777778,0.011111111,0.051388889
0.12305026,0.003466205,0.067590988,0.095320624,0.034662045,0.058925477,0.013864818,0.057192374,0.051993068,0.093587522,0.043327556,0.039861352,0.031195841,0.039861352,0.039861352,0.03812825,0.064124783,0.076256499,0.003466205,0.024263432
0.172413793,0,0.08045977,0.045977011,0.022988506,0.091954023,0.022988506,0.08045977,0.068965517,0.068965517,0.045977011,0.022988506,0.011494253,0.022988506,0.011494253,0.057471264,0.091954023,0.068965517,0,0.011494253
0.117957746,0.00528169,0.029929577,0.051056338,0.073943662,0.080985915,0.01056338,0.100352113,0.056338028,0.089788732,0.029929577,0.045774648,0.047535211,0.024647887,0.01584507,0.047535211,0.061619718,0.072183099,0.008802817,0.029929577
0.081196581,0.004273504,0.074786325,0.068376068,0.057692308,0.079059829,0.038461538,0.05982906,0.076923077,0.061965812,0.017094017,0.053418803,0.044871795,0.025641026,0.027777778,0.036324786,0.038461538,0.057692308,0.021367521,0.074786325
0.036630037,0.018315018,0.051282051,0.080586081,0.043956044,0.084249084,0.029304029,0.062271062,0.098901099,0.113553114,0.014652015,0.021978022,0.043956044,0.051282051,0.051282051,0.047619048,0.043956044,0.076923077,0.003663004,0.025641026
0.1,0,0.086956522,0.07826087,0.039130435,0.056521739,0.026086957,0.047826087,0.07826087,0.095652174,0.013043478,0.052173913,0.043478261,0.02173913,0.043478261,0.039130435,0.047826087,0.069565217,0.026086957,0.034782609
0.085294118,0.011764706,0.058823529,0.052941176,0.041176471,0.058823529,0.026470588,0.073529412,0.076470588,0.105882353,0.017647059,0.05,0.038235294,0.035294118,0.017647059,0.064705882,0.052941176,0.085294118,0.005882353,0.041176471
0.087962963,0.002314815,0.055555556,0.099537037,0.043981481,0.055555556,0.025462963,0.083333333,0.05787037,0.06712963,0.032407407,0.041666667,0.032407407,0.032407407,0.06712963,0.053240741,0.05787037,0.05787037,0.016203704,0.030092593
0.130952381,0.015873016,0.051587302,0.083333333,0.031746032,0.087301587,0.015873016,0.071428571,0.075396825,0.063492063,0.023809524,0.043650794,0.027777778,0.031746032,0.023809524,0.051587302,0.047619048,0.075396825,0.015873016,0.031746032
