0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.32550943,0.14235908,0.094042845,-0.032082036,0.25654164,-0.17966339,-0.2524106,0.0162362,-0.053269964,0.20440969,0.13254799,-0.14390543,-0.4042999,0.13618758,-0.16527434,-0.14550729,-0.047704764,-0.3186264,-0.09492615,0.2821871,0.074197225,-0.22877848,-0.12204736,-0.08842304,-0.07292863,-0.254232,-0.24434826,0.12298884,-0.018485893,-0.035709187,-0.30810583,-0.17741926,-0.18903764,-0.17684405,-0.24517336,0.021881443,-0.023697263,-0.3350045,-0.062042613,0.124353066,0.062468335,-0.21268103,-0.13763201,-0.06969994,-0.1679444,0.03207916,0.16024561,0.060808063,-0.17031242,0.119918756,-0.23511538,0.17297181,0.01845192,0.19179578,0.1320163,0.3964078,0.0648022,0.019353773,-0.13222216,0.14731704,0.3728008,0.22380798,-0.052278083,0.16878447
0.28344652,0.12390734,0.08195987,-0.028004881,0.22340702,-0.15651539,-0.21973729,0.014202437,-0.046375386,0.17799309,0.11544837,-0.12526058,-0.35201573,0.11857308,-0.1439318,-0.12662573,-0.041445438,-0.27746272,-0.08264558,0.24565384,0.064716585,-0.19919515,-0.106251016,-0.07700878,-0.063576445,-0.22137141,-0.21282761,0.10720626,-0.016119733,-0.031170342,-0.2682252,-0.15455288,-0.16458413,-0.15399829,-0.2134312,0.019115139,-0.020626845,-0.2916995,-0.054073647,0.10829641,0.054460865,-0.18527123,-0.119952805,-0.060724482,-0.14615846,0.02795562,0.13959678,0.052851204,-0.14836054,0.104486324,-0.20474692,0.1506031,0.016018007,0.16708097,0.115011044,0.34516063,0.05632705,0.016887967,-0.11522644,0.12822051,0.32457024,0.1949485,-0.045503695,0.14692578
0.24682686,0.10819343,0.07100554,-0.024025755,0.19445917,-0.13593392,-0.19164549,0.012028824,-0.040441576,0.15501022,0.10038321,-0.10933653,-0.30674732,0.10333907,-0.12526025,-0.11068178,-0.0365905,-0.2415648,-0.07204229,0.21427807,0.055790585,-0.17356652,-0.0926566,-0.066997,-0.05498463,-0.19281511,-0.18504468,0.092775024,-0.01391801,-0.026745314,-0.23392329,-0.1342693,-0.14345641,-0.13406928,-0.18617551,0.016322905,-0.018005256,-0.2540935,-0.046833217,0.094239436,0.047083482,-0.16094948,-0.1038981,-0.0527144,-0.12771745,0.024229156,0.12125412,0.046545345,-0.1288973,0.09065185,-0.17822328,0.13123551,0.014209438,0.1451297,0.09986724,0.30068722,0.04958352,0.014521123,-0.099864446,0.111971036,0.28293568,0.16943903,-0.039724562,0.12819707
0.27063894,0.11808104,0.07853926,-0.027018728,0.21337804,-0.14972213,-0.20957874,0.013822688,-0.044235345,0.16994052,0.110347755,-0.11940041,-0.33594745,0.113149635,-0.1374873,-0.120582856,-0.039186332,-0.26496524,-0.07885396,0.23427449,0.062229328,-0.19011234,-0.10134749,-0.073577605,-0.060996182,-0.211335,-0.20343281,0.10281135,-0.015483511,-0.030069727,-0.25583377,-0.14781395,-0.15704249,-0.1470656,-0.20354103,0.018500978,-0.019661348,-0.27845722,-0.051827114,0.103453845,0.052264065,-0.17719814,-0.11496391,-0.058108125,-0.13921256,0.026781201,0.13352694,0.05005922,-0.14188573,0.100024566,-0.19555072,0.14372888,0.015092472,0.15981397,0.11003472,0.32947224,0.0533692,0.016267978,-0.11038761,0.12218255,0.30967402,0.1863897,-0.043370504,0.14009105
0.37398058,0.16324893,0.10843021,-0.03723813,0.29483205,-0.2067951,-0.28968516,0.0190093,-0.061141867,0.2348346,0.15244281,-0.16506256,-0.46428338,0.15637799,-0.18996528,-0.16673878,-0.054284293,-0.36612654,-0.1089838,0.32382822,0.08583859,-0.26273412,-0.14008215,-0.101655774,-0.084185034,-0.29204363,-0.28103477,0.1419123,-0.021363607,-0.041444156,-0.35361695,-0.20417027,-0.21704473,-0.20321259,-0.28134778,0.025478305,-0.027180584,-0.3848058,-0.071548216,0.14293924,0.07212855,-0.24475582,-0.15871154,-0.0802518,-0.19248924,0.036976423,0.18443021,0.06931503,-0.19598392,0.13812765,-0.27020112,0.19863495,0.020925883,0.22073917,0.15197374,0.45531118,0.073891975,0.022429826,-0.15240997,0.16892241,0.42800137,0.25747406,-0.05995816,0.19365227
0.35334224,0.15412417,0.102590285,-0.035325214,0.278595,-0.1955249,-0.27358183,0.018093571,-0.057745047,0.2218701,0.14408916,-0.1558516,-0.438579,0.14771473,-0.17951198,-0.15737377,-0.05109198,-0.34594187,-0.10294033,0.3058154,0.08132388,-0.24819319,-0.13229947,-0.09607051,-0.07968804,-0.27590987,-0.26563862,0.13430935,-0.02023153,-0.039313674,-0.3339642,-0.19302747,-0.20501363,-0.19201128,-0.2656961,0.024199251,-0.025663575,-0.36353862,-0.06769992,0.13507693,0.068282425,-0.23140068,-0.15017232,-0.075887926,-0.18169273,0.03498102,0.17437339,0.06528433,-0.18528487,0.13063702,-0.25531805,0.18763794,0.019668415,0.20870131,0.14369917,0.4301376,0.0696042,0.02126483,-0.14418621,0.15947603,0.4042646,0.24339238,-0.0566101,0.18286578
0.33482587,0.14657396,0.09655999,-0.03282795,0.26384363,-0.18463345,-0.2597766,0.016539242,-0.054822113,0.21026625,0.13627014,-0.14814773,-0.41597167,0.140126,-0.16996822,-0.14987011,-0.04930855,-0.3277214,-0.09767838,0.2904361,0.0760512,-0.23537709,-0.12560378,-0.09092392,-0.07483548,-0.2615292,-0.2512049,0.12623174,-0.01895812,-0.03654129,-0.31709182,-0.18234628,-0.19451284,-0.18188962,-0.25234246,0.022353727,-0.02439616,-0.34463093,-0.06369691,0.12788083,0.06409334,-0.21858409,-0.14130515,-0.07161617,-0.17296201,0.032942533,0.16468525,0.06279768,-0.17504573,0.12319089,-0.24181052,0.17796515,0.019104525,0.19711082,0.13565874,0.4078104,0.06691156,0.019819403,-0.13577965,0.15168417,0.383613,0.23005937,-0.053821918,0.17373616
0.34683958,0.151104,0.1009307,-0.03490068,0.27352104,-0.19215189,-0.26836148,0.017972209,-0.05664635,0.21777892,0.14153108,-0.15282166,-0.43037656,0.14494324,-0.17625614,-0.15421803,-0.049839612,-0.3396075,-0.10099963,0.29996166,0.080180235,-0.24355926,-0.1297819,-0.09434166,-0.078457735,-0.270805,-0.26092917,0.13220048,-0.01993364,-0.038838815,-0.3275987,-0.18967268,-0.20115599,-0.18849847,-0.26060754,0.023955487,-0.025164245,-0.35679847,-0.066612974,0.13263212,0.06723906,-0.22738318,-0.14775695,-0.07459431,-0.17807299,0.034408953,0.17135648,0.06375664,-0.18205987,0.12844244,-0.25066406,0.18412888,0.01914348,0.20508881,0.14123271,0.42214715,0.0679899,0.020989075,-0.14182971,0.15634379,0.3966386,0.23911515,-0.055506017,0.17934223
0.41006702,0.17909057,0.118782006,-0.040721767,0.32325545,-0.22663991,-0.31772783,0.02074076,-0.06705912,0.25749835,0.16710694,-0.18106854,-0.50914717,0.17149313,-0.20827241,-0.18295394,-0.059673958,-0.40143955,-0.11952244,0.35518503,0.09394992,-0.28811833,-0.15363935,-0.11144581,-0.09219354,-0.32023698,-0.3080656,0.15542954,-0.02338888,-0.045322437,-0.38784513,-0.22377531,-0.23802917,-0.22281106,-0.30859244,0.027838852,-0.029816452,-0.42196107,-0.0783749,0.15671192,0.078984834,-0.26825592,-0.17385684,-0.0879455,-0.21119717,0.040509555,0.20213312,0.07616193,-0.21480516,0.15135416,-0.2962519,0.21782893,0.023024254,0.24192807,0.16655162,0.49928167,0.08118398,0.024537994,-0.16697216,0.1853181,0.46939096,0.28222033,-0.06577395,0.21241517
0.408229,0.17766444,0.11902425,-0.04130431,0.32198656,-0.22638813,-0.31567442,0.021365572,-0.06663643,0.256317,0.16667557,-0.17970826,-0.5064201,0.17054446,-0.20750073,-0.18125375,-0.05834788,-0.39974898,-0.1188298,0.3528273,0.094726026,-0.2866018,-0.15266973,-0.1110791,-0.09258151,-0.31870922,-0.30729255,0.15596358,-0.023536516,-0.04596264,-0.38536236,-0.2234423,-0.2366749,-0.22188294,-0.3065346,0.028397797,-0.0295911,-0.41990042,-0.078562714,0.15614873,0.07935413,-0.26787105,-0.17425889,-0.08790057,-0.20931433,0.040571157,0.20187877,0.07471398,-0.21446936,0.15138659,-0.2950756,0.21666297,0.022368286,0.24161784,0.16640912,0.4967909,0.079689376,0.02482005,-0.16723111,0.18381807,0.46665546,0.2816403,-0.0652679,0.21092641
0.36708772,0.15982261,0.10695055,-0.037064187,0.2895186,-0.20349541,-0.28392455,0.01913966,-0.059933197,0.2304882,0.14984587,-0.16165291,-0.45542815,0.15337521,-0.18657246,-0.16307615,-0.052574817,-0.35945135,-0.10687007,0.31734702,0.08505831,-0.25774094,-0.13731216,-0.099871114,-0.08317003,-0.28659916,-0.2762621,0.14012097,-0.021138938,-0.041245118,-0.34660104,-0.20085599,-0.21285196,-0.19951448,-0.2757104,0.025466625,-0.026618205,-0.37760007,-0.07059059,0.14039801,0.07128357,-0.24079227,-0.15657745,-0.0790066,-0.1883145,0.036457773,0.18146747,0.0672964,-0.19279169,0.1360579,-0.2653226,0.19484691,0.020169996,0.21718925,0.14957726,0.44675002,0.07177282,0.022278983,-0.15027559,0.16536075,0.41968995,0.25318727,-0.058711603,0.18972364
0.3380041,0.14686218,0.098847374,-0.034493368,0.26666668,-0.18773814,-0.26112896,0.017966364,-0.055126447,0.21221407,0.1381257,-0.1485832,-0.4191329,0.14113756,-0.17186807,-0.14973524,-0.047903404,-0.33102474,-0.09832796,0.2918383,0.078891575,-0.23721305,-0.12629887,-0.09202202,-0.07696361,-0.26384827,-0.25466493,0.12960774,-0.019584823,-0.038380478,-0.3187847,-0.18526284,-0.19585079,-0.18374105,-0.25354394,0.023775775,-0.024465458,-0.34760267,-0.065255545,0.1293411,0.065981686,-0.22210558,-0.14473684,-0.07291402,-0.17294718,0.033685535,0.16740167,0.061435692,-0.1778169,0.12561807,-0.24437402,0.17931896,0.018307742,0.20035183,0.13801526,0.41123405,0.06554592,0.020701263,-0.13885105,0.15193956,0.38613692,0.23345515,-0.053959027,0.17443569
